AI,Player 1
32,24,45,31,14,55,30,04,35,22,12,25,16,15,66,65,64,75,06,05,03,17,07,42,51,41,52,11,00,54,36,40,50,77,76,63,27,26,23,37,56,67,47,01,46,57,02,13,72,53,73,10,20,62,21,60,71,61,70,None,74,None,
