Player 1,AI
23,22,45,55,32,35,46,37,25,24,21,13,03,20,47,57,14,04,12,26,36,01,02,05,06,07,65,11,00,56,15,64,10,52,61,27,17,16,67,30,54,41,31,66,77,76,75,40,73,70,53,74,50,51,63,42,71,60,62,72,None,
